National Database Number,Field Number,Common Name,State,County,City,Locality Detail,Latitude,Latitude Units,Longitude,Longitude Units,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,Fishery Type,Other Human Interaction,Other Human Int Description,Other Human Int Type,How Determined: External Exam,How Determined: Internal Exam,How Determined: Necropsy,How Determined: Other,How Determined: Describe,Gear Collection,Other Findings upon Level Y/N,Other Findings - Illness Flag,Other Findings - Injury,Other Findings - Pregnant,Other Findings - Other,Other Findings - Descibe,Other Findings Type,Other Findings - Descibe,Observation Date,How Observed,Observation Status,Not Able to Examine,Date of Examination,Condition at Examination,Left at Site,Immediate Release at Site,Relocated,Disentangled,Euthanized at Site,Died at Site,Transferred to Rehabilitation,Date of Initial Disposition,Rehab Facility Name,Died During Transport,Euthanized During Transport,Other,Other Describe,Sick,Injured,Out of Habitat,Deemed Healthy/Releasable,Abandoned/Orphaned,Inaccesible,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD ,Condition Other,Condition Other Description,Entangled,Condition Comments,Sex,Age Class,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Photos/Videos Taken,Carcass Left at Site,Carcass Buried,Carcass Rendered,Carcass Towed,Carcass Towed Lattitude,Carcass Towed Longitude,Carcass Sunk,Carcass Sunk Lattitude,Carcass Sunk Longitude,Carcass Frozen for Later Exam,Carcass Landfill,Carcass Unknown,Carcass Other,Carcass Other Description,Necropsied,Necropsy Limited,Date of Necropsy,Additional Remarks,
SW-2012-1140569,LACM-DSJ-2334,"Whale, gray",CA,Los Angeles,,"Topanga Canyon, west side of river mouth",34.03777,decimal degrees,-118.58361,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,N,N,N,N,N,,,,3/31/12,Beach or Land,Moderate Decomposition,N,4/1/12,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,PUP/CALF,530.9,cm,actual,455,kg,estimate,Y,N,Y,N,N,,,N,,,N,N,N,N,Moved to Santa Monica for burial,N,,,,
SW-2012-1192090,SWFSC-XXX0096,"Whale, fin",CA,San Diego,,offshore San Diego,32.518056,decimal degrees,-117.221389,decimal degrees,Y,Y,N,N,,N,,,N,N,N,Y,not confirmed,,,N,N,N,N,,,,4/3/12,Floating,Fresh Dead,N,4/5/12,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,0,cm,estimate,,,,Y,N,Y,N,N,,,N,,,N,N,N,N,,N,,,"Animal initially reported to be a blue whale by private citizen, but then confirmed to be a fin whale. Initially sighted in Pacific ocean floating by Pacific Nature Tours, who provided the photos. She believed the animal had been ship strike. The animal washed up on the beach in Tijuana Mexico April 5 2012. It was buried in a shallow grave and became exposed on April 7, 2012. It was reburied. Mexican officials did say trauma to back (near head). Another individual provided underwater photos to show signs of possible ship strikes. Pacific Nature Tours saw animal at 32 32 05N 117 13 12W...another citizen saw it at 32 33 2N 117 15 8 W on April 3",
SW-2012-1142353,SBMNH-2012-05,"Whale, gray",CA,San Luis Obispo,San Simeon,Vista del Mar,35.60571,decimal degrees,-121.14293,decimal degrees,Y,N,N,Y,,N,,,Y,N,N,N,Rope impression around pectoral fin,N,N,N,N,N,N,,,,4/21/12,,Moderate Decomposition,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,,920,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2012-1142700,MLML-MM-2514,"Whale, gray",CA,Monterey,Big Sur,"Pt. Sur, north of Lucia",36.0712,decimal degrees,-121.6062,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,CBD,N,N,N,N,,,,4/27/12,Beach or Land,Advanced Decomposition,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,0,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,This animal was seen by a helicopter looking for an entangled gray whale. Provided photograph and GPS coordinates of animal. Unable to respond because of location,
SW-2012-1155927,HSU20120501-KG1,"Whale, gray",CA,Del Norte,Crescent City,Kellogg Beach; 1 mile north of Kellogg Road Beach Access,41.88813,decimal degrees,-124.20096,decimal degrees,N,N,N,N,,N,,,N,N,N,N,,N,N,N,N,N,N,,,,5/1/12,Beach or Land,Fresh Dead,N,5/1/12,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,1160,cm,actual,0,kg,actual,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2012-1143649,MLML-MM-2529,"Whale, gray",CA,Monterey,Big Sur,Julia Pheiffer Burns State Park,36.1641,decimal degrees,-121.6779,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,,CBD,N,N,N,N,,,,5/2/12,Beach or Land,Advanced Decomposition,N,5/2/12,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,UNKNOWN,426,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,Reported by Joe Burnett at Ventana Wildlife Society as part of their California condor observations. Samples were collected for Myra Finkelstein's condor study at UCSC,
SW-2012-1145414,LMLER2012MAY03,"Whale, gray",CA,Santa Cruz,WATSONVILLE,MONTEREY BAY ACADEMY,36.9089,decimal degrees,-121.8474,decimal degrees,N,N,N,N,,N,,,Y,N,Y,N,,N,Y,N,N,N,Y,KILLER WHALE ATTACK,,,5/3/12,Beach or Land,Moderate Decomposition,N,5/4/12,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,PUP/CALF,751.8,cm,actual,,,,Y,Y,Y,N,N,,,N,,,N,N,N,N,,Y,limited,5/4/12,ANIMAL WASHED ASHORE AND WAS NECROPSIED ON BEACH THE NEXT DAY. IT WAS AN ORCA ATTACKED CALF BASED ON RAKE MARKS AND TONGUE MISSING. THERE WAS ALSO BLUNT FORCE TRAUMA ON LEFT SCAPULA CONSISTENT WITH BEING RAMMED BY KILLER WHALE.,
SW-2012-1144065,SBMNH-2012-08,"Whale, gray",CA,Ventura,Ventura,"Ventura Harbor, Middle Beach",34.2413,decimal degrees,-119.2672,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,,,N,N,N,N,,,,5/14/12,Beach or Land,Mummified/Skeletal,N,5/14/12,Mummified/Skeletal,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,112,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2012-1190370,TMMC-C-363,"Whale, fin",CA,Marin,,Palomarin Beach - half mile north of coast trail access point,37.930955,decimal degrees,-122.747186,decimal degrees,Y,Y,N,N,,N,,,N,N,Y,N,,N,Y,Y,N,N,N,,,,6/21/12,Beach or Land,Moderate Decomposition,N,6/22/12,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,1432,cm,actual,,kg,estimate,N,Y,N,N,N,,,N,,,N,N,N,N,,Y,limited,6/22/12,,
SW-2012-1190371,TMMC-C-364,"Whale, humpback",CA,San Mateo,Half Moon Bay,50 yards south of the Ritz Carlton,37.43254,decimal degrees,-122.44163,decimal degrees,CBD,N,N,N,,N,,,N,N,Y,N,,N,Y,Y,N,N,N,,,,7/25/12,Beach or Land,Moderate Decomposition,N,7/25/12,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,PUP/CALF,823,cm,actual,,kg,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,limited,7/25/12,,
SW-2012-1145056,LACM-DSJ-2337,"Whale, gray",CA,Los Angeles,Rancho Palos Verdes,"Palos Verdes Peninsular Park, 0.8 mi W Royal Palms Beach",33.723474,decimal degrees,-118.336961,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,N,N,N,N,N,,,,9/17/12,Beach or Land,Advanced Decomposition,N,9/18/12,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,PUP/CALF,732,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,"No skin available. Blubber sample collected for SWFSC, La Jolla.",
SW-2012-1145382,SBMNH-2012-21,"Whale, gray",CA,Santa Barbara,Goleta,More Mesa Beach,34.16513,decimal degrees,-119.23112,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,,,N,N,N,N,,,,10/18/12,Beach or Land,Moderate Decomposition,N,10/19/12,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,600,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2012-1145678,LACM-DSJ-2338,"Whale, fin",CA,Los Angeles,Malibu,0.6 mi W of Paradise Cove pier,34.012777,decimal degrees,-118.79222,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,,,N,N,N,N,,,,12/3/12,,Fresh Dead,N,12/3/12,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,YEARLING,1222,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,"Very good condition; a couple of post-mortem predator chunks take out on left ventral side, mid-section; slight rubbing from rocks on right dorsal side.",
SW-2012-1146320,CWC-JLH-12-1201D,"Whale, fin",CA,Los Angeles,Malibu,Little Dume Beach,34.013172,decimal degrees,-118.792119,decimal degrees,Y,Y,N,N,,N,,,N,N,Y,N,,N,Y,N,Y,N,N,,,,12/3/12,Beach or Land,Moderate Decomposition,N,12/4/12,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,1249,cm,actual,31750,kg,estimate,Y,N,N,N,Y,,,N,,,N,N,N,N,,Y,complete,12/4/12,"Necropsy Report, Dr. Duane Tom: Morphologic diagnoses of pathological lesions: -Note: Although freshly appearing externally, there was significant autolysis internally. -Large cavernous abscess along L dorsal thorax. Fracture of a left transverse vertebral process with reactive bone and sequestra, though subacute trauma and osteomyelitis another posible rule-out. Gross necropsy summary diagnosis: The animal appears to have succumbed an injury consistent with an impact trauma along its left dorsal body by a large object (ship strike) resulting in severe musculoskeletal trauma and subsequent necrosis of the tissues. The fracture and reactive bone that communicated with the resultant cavernous abscess may indicate chronicity due to a previous injury that would be consistent with the superficially adjacent cutaneous scars, or osteomyelitis associated with the more acute suspect impact trauma.",
SW-2013-1146363,LMLER2013JAN11,"Whale, gray",CA,Santa Cruz,WATSONVILLE,Pajaro River near river mouth,36.84995,decimal degrees,-121.80967,decimal degrees,CBD,N,N,N,,N,,,Y,N,N,N,,,CBD,N,N,N,N,,,Specimen consisted of 2 bones from tail section.,1/11/13,Beach or Land,Mummified/Skeletal,N,1/11/13,Mummified/Skeletal,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,SUBADULT,0,cm,actual,,,,N,N,N,N,N,,,N,,,N,N,N,Y,In possession of Sherrifs department,N,,,,
SW-2013-1149795,TMMC-C-377,"Whale, sperm",CA,Mendocino,Gualala,Walker Gulch,38.8435,decimal degrees,-123.6387,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,Y,Y,Y,N,N,,,,2/20/13,Beach or Land,Moderate Decomposition,N,2/21/13,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,PUP/CALF,600,cm,actual,,,,N,Y,N,N,N,,,N,,,N,N,N,N,,Y,,2/21/13,Specimens Collected: blubber/archive-20/TMMC skin/genetics/TMMC blubber/archive-80/TMMC muscle/archive-20/TMMC bone/museum(CAS)/CAS tooth/education/SWFSC-S. Mesnick,
SW-2013-1149171,LACM-DSJ-2340,"Whale, fin",CA,Los Angeles,San Pedro,Los Angeles Harbor,,decimal degrees,,decimal degrees,Y,Y,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,N,,,,2/26/13,Floating,Fresh Dead,N,2/27/13,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,,576,in,estimate,,,,Y,N,N,N,Y,,,N,,,N,N,N,N,,N,,,The animal was brought into the L.A. Harbor on the bow of the Ever Dainty enroute from the south. I was not given time to work on the animal before it was towed back out to sea.,
SW-2013-1147862,SWFSC-NEB0055,"Whale, gray",CA,San Diego,La Jolla,".25 to .5 mile off Childrens Pool, floating",32.847797,decimal degrees,-117.285987,decimal degrees,CBD,N,N,N,,N,,,Y,N,N,N,,N,CBD,N,N,N,N,,,,3/29/13,Floating,Moderate Decomposition,N,3/30/13,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,YEARLING,889,cm,actual,,,,Y,N,N,N,N,,,N,,,N,Y,N,N,,N,,,"This whale was also spotted durin an aerial survey on 29 March 2013 at 1513, location 32°52'13.4''N 117°17'51.3''W",
SW-2013-1183856,BLANK,"Whale, gray",CA,San Diego,San Diego,Offshore San Diego,32.870389,decimal degrees,-117.297583,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,CBD,N,N,N,N,,,,3/29/13,Floating,Moderate Decomposition,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,YEARLING,0,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,"During regularly scheduled Navy-funded aerial survey in southern California a floating gray whale carcass was sighted on Friday Mar 29th. No obvious predator marks and no navy exercises are ongoing, nor was there any report of Navy ship strike during this period. Probable male.",
SW-2013-1148280,SBMNH-2013-09,"Whale, humpback",CA,Santa Barbara,Guadalupe,Rancho Guadalupe Dunes,34.96969,decimal degrees,-120.650346,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,,,N,N,N,N,,,,4/25/13,Beach or Land,Moderate Decomposition,N,4/25/13,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,619,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2013-1148263,MLML-MM-2603,"Whale, gray",CA,Monterey,Marina,"Marina State Beach, 1/2 hour north of beach entrance",36.71234,decimal degrees,-121.80764,decimal degrees,N,N,N,N,,N,,,Y,N,N,N,,N,Y,N,N,N,Y,Possible predation,,,5/3/13,Beach or Land,Fresh Dead,N,5/4/13,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,PUP/CALF,302,in,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,Animal was spotted floating 2 miles offshore on 5/3/13; reported stranded the next morning. Teeth rake marks along both sides of body and on the fluke. Chunk of skin and blubber taken off left side near jaw. Smaller pieces removed from further back on left side. Small piece removed from second dorsal knuckle. Small round piece of skin and blubber removed from right side of caudal peduncle. Deep rake marks near right flipper and on right side in line with dorsal knuckles. Rake marks on snout and lower jaw missing. Skin pieces falling off near fluke. Blubber measured at right shoulder. Blubber samples collected at maximum girth line. Whale could not be moved with tide coming in to identify sex or take measurements on ventral side. Measurements recorded on gray whale stranding form (copy included).,
SW-2013-1149151,SBMNH-2013-25,"Whale, humpback",CA,San Luis Obispo,Avila,1.5 mi offshore Avila Beach,35.16,decimal degrees,-120.74,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,,,N,N,N,N,,,,6/10/13,Floating,Moderate Decomposition,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,UNKNOWN,1,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2013-1181931,CAS-MEF-610,"Whale, humpback",CA,Marin,Inverness,Coast Camp Beach,38.01188,decimal degrees,-122.848132,decimal degrees,Y,Y,N,N,,N,,,N,N,N,N,,N,CBD,N,N,N,N,,,,6/10/13,Beach or Land,Moderate Decomposition,N,6/13/13,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,740,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,limited,6/13/13,Limited measurements taken due to inaccessibility of carcass on 6/13/13 at initial response,
SW-2013-1188205,TMMC-C-387,"Whale, gray",CA,Marin,Marshall,,38.145527,decimal degrees,-122.882405,decimal degrees,N,N,N,N,,N,,,Y,N,Y,N,,N,Y,Y,N,N,N,,,,6/19/13,Beach or Land,Fresh Dead,N,6/20/13,Fresh Dead,N,N,N,N,N,N,N,,The Marine Mammal Center,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,800,cm,actual,0,kg,estimate,Y,N,N,N,Y,,,N,,,N,N,N,N,,Y,limited,6/20/13,Carcass floating for 24 hours.,
SW-2013-1156178,HSU20130626-CV9,"Whale, gray",CA,Humboldt,Ferndale,1.5 miles south of Eel River mouth,40.617,decimal degrees,-124.328,decimal degrees,Y,N,N,Y,,N,,,Y,N,N,N,,Y,CBD,N,N,N,N,,,,6/25/13,Beach or Land,Moderate Decomposition,N,6/26/13,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,UNKNOWN,935,cm,actual,0,kg,actual,Y,N,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2013-1156179,HSU20130629-MN6,"Whale, gray",CA,Humboldt,Manila,About 1/8 mile south of Manila Community Center,40.84508,decimal degrees,-124.17648,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,N,N,N,N,N,,,,6/29/13,Beach or Land,Moderate Decomposition,N,6/29/13,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,981.3,cm,actual,0,kg,actual,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2013-1159897,TMMC-C-390,"Whale, gray",CA,Marin,,"South Beach, 500 yards S of of main beach parking lot (Point Reyes National Seashore)",38.038084,decimal degrees,-122.993856,decimal degrees,Y,N,N,Y,Trap/Pot Fishery,N,,,Y,N,N,N,,N,Y,Y,Y,N,N,,,,7/16/13,Beach or Land,Advanced Decomposition,N,7/16/13,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,750,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,complete,7/16/13,Entanglement found wrapped through mouth and on flukes. Specimens Collected: blubber/biopsy/UAF-T. O'Hara blubber/archive-80/TMMC muscle/archive-80/TMMC feces/Domoic acid/NWFSC skin/genetics/SWFSC-NMFS-S. Chivers pelvic bones/museum(CAS)/CAS entanglement/evidence education/TMMC,
SW-2013-1149490,SBMNH-2013-30,"Whale, humpback",CA,Santa Barbara,Lompoc,South Surf Beach,34.6471,decimal degrees,-120.6197,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,,,N,N,N,N,,,,7/23/13,Beach or Land,Moderate Decomposition,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,,1,cm,estimate,,,,N,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2013-1172557,CIMWI-13-D083-EB-001,"Whale, gray",CA,Ventura,Unincorporated,Rincon Parkway Sp. 12,34.637117,decimal degrees,-119.671533,decimal degrees,N,N,N,N,,N,,,N,N,N,N,,,,N,N,N,N,,,,8/16/13,Beach or Land,Moderate Decomposition,N,8/17/13,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,245.08,cm,actual,8399,kg,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,8/17/13 Call received form VC Park Ranger of a dead whale along Rincon Parkway. CIMWI volunteer arrived and confirmed a dead cetacean. Unable to get all measurements as it is lying on its back and unable to roll over. Michelle Berman SBMNH notified. By photos determined subadult grey whale that has been dead awhile. Not necropsied but skin samples taken.,
SW-2013-1172558,TMMC-C-394,"Whale, fin",CA,Marin,Stinson Beach,Seadrift Beach in front of 112 Seadrift Ave (Golden Gate National Recreational Area),37.899795,decimal degrees,-122.657858,decimal degrees,N,N,N,N,,N,,,Y,N,Y,N,,N,Y,Y,N,N,N,,,,8/19/13,Beach or Land,Alive,N,8/19/14,Fresh Dead,N,N,N,N,N,Y,N,,,N,N,N,,Y,N,Y,N,N,N,N,N,N,N,,,,MALE,SUBADULT,1305,cm,actual,,,,Y,N,Y,N,N,,,N,,,N,N,N,N,,Y,complete,8/19/13,"Live stranding, dead once veterinarians arrived on scene. Samples collected: eye/education/TMMC eye/aging/TMMC lymph node/archive-80/TMMC lung/archive-80/TMMC urine/Biotoxin/NWFSC feces/Biotoxin/NWFSC stomach contents/Biotoxin/NWFSC skin/genetics cetacean (SWFSC)/SWFSC-NMFS-S.Chivers skin/Stress study/NMFS blubber/lipid composition/ECD blubber/Toxicology/ECD liver/nutritional study/TMMC aqueous humor/archive-20/TMMC parasites/identification/NMLC-S. Rogers muscle/radionuclides/TMMC baleen/TMMC dorsal fin/tagging/NOAA-B. Hanson pelvic bones/museum/CAS",
SW-2013-1151976,SBMNH-2013-32,"Whale, gray",CA,Ventura,Rincon,,34.29,decimal degrees,-119.337,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,,,N,N,N,N,,,,8/23/13,Beach or Land,Advanced Decomposition,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,1,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2014-1172355,TMMC-C-414,"Whale, gray",CA,Sonoma,Bodega Bay,Salmon Creek Beach-north,38.358,decimal degrees,-123.0684,decimal degrees,CBD,N,N,N,,N,,,Y,N,Y,N,,N,Y,N,Y,N,N,"malnutrition, trauma",,,1/19/14,Beach or Land,Fresh Dead,N,1/31/14,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,PUP/CALF,392,cm,actual,0,kg,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,limited,1/31/14,stranded 1/19/14 on Gleason Beach but washed back out. Did not reappear until 1/31/14. samples collected: skin/genetics/SWFSC-NMFS-S.Chivers blubber/archive-80/TMMC feces/archive-80/TMMC mandibles/museum (CAS)/CAS,
SW-2014-1172356,CAS-MEF-615,"Whale, minke",CA,Marin,Inverness,"Point Reyes National Seashore, about 0.5 miles north of Abbotts Lagoon",38.1302,decimal degrees,-122.955143,decimal degrees,Y,Y,N,N,,N,possible,,Y,Y,N,N,,N,,N,N,N,N,,,,3/30/14,,Moderate Decomposition,N,3/30/14,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,635,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,limited,3/30/14,,
SW-2014-1187279,LMLER2014Apr17,"Whale, gray",CA,Santa Cruz,Watsonville,Monterey Bay Academy,,decimal degrees,,decimal degrees,CBD,N,N,N,,N,,,Y,N,N,N,,N,CBD,N,N,N,N,,,,4/17/14,Beach or Land,Advanced Decomposition,N,4/17/14,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,PUP/CALF,400,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,"Carcass is covered with teeth marks. Skull, head, and jaw missing. This was really a peduncle and tail with all other parts missing.",
SW-2014-1172357,TMMC-C-416,"Whale, gray",CA,San Luis Obispo,Morro Bay,Morro Strand State Beach,35.384911,decimal degrees,-120.865853,decimal degrees,N,N,N,N,,N,,,Y,N,Y,N,,N,Y,N,Y,N,Y,"trauma, drowning",,,5/8/14,Swimming,Alive,N,5/10/14,Moderate Decomposition,Y,N,N,N,N,N,N,,The Marine Mammal Center,N,N,N,,N,Y,N,N,N,N,N,N,N,N,,,"Observed alive 5/8/14 with mom being pursued by pod of 7 Orcas in Morro Bay harbor mouth, subsequently died. Seen dead offshore 5/9/14.",FEMALE,PUP/CALF,800,cm,estimate,0,kg,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,limited,5/10/14,skin/genetics/SWFSC-NMFS-S. Chivers multiple blubber/archive/TMMC,
SW-2014-1190749,CICRU-2014-05,"Whale, gray",CA,San Luis Obispo,Morro Bay,,,decimal degrees,,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,,,N,N,N,N,,,,5/8/14,Floating,Fresh Dead,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,1,cm,estimate,,,,N,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2014-1157143,SWFSC-KXD0249,"Whale, fin",CA,San Diego,POINT LOMA,WASTEWATER TREATMENT PLANT,32.681195,decimal degrees,-117.248399,decimal degrees,CBD,N,N,N,,N,,,Y,N,N,N,,N,CBD,N,N,N,N,,,,5/17/14,Floating,Fresh Dead,N,5/19/14,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,ADULT,1725,cm,actual,,,,Y,N,N,N,Y,,,N,,,N,Y,N,Y,,N,,,"ANIMAL OBSERVED MAY 17TH, OFFSHORE SAN DIEGO BAY IN FRESH CONDITION, STRANDED AT WASTEWATER TREATMENT PLANT ON MAY 19 IN MODERATE CONDITION, TOWED 10-11 MILES OFFSHORE MAY 21, 2014, RELEASED MAY 23 AT 1330 OVER 9-MILE BANK, RE-STRANDED AT BORDER FIELD STATE PARK ON MAY 24, 2014. species id confirmed per genetics 07/02/2014.",
SW-2014-1172358,CAS-SLP-292,"Whale, humpback",CA,San Mateo,Half Moon Bay,Surfers Beach at Pillar Point Harbor,37.50031,decimal degrees,-122.469131,decimal degrees,CBD,N,N,N,,N,,,Y,N,N,N,,,Y,N,Y,N,N,body condition,,,5/21/14,Floating,Moderate Decomposition,N,5/23/14,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,770,cm,actual,,,,Y,N,N,N,Y,,,N,,,N,N,N,N,,Y,limited,5/23/14,Samples collected continued: skin/genetics/SWFSC-NMFS-S.Chivers baleen/stable isotopes/Humboldt-J. Jacobsen blubber/archive-80/TMMC feces/archive-80/TMMC blubber/stable isotopes/Humboldt-J.Jacobsen skin/stable isotopes/Humboldt-J.Jacobsen blubber/archive-20/TMMC stomach contents/archive-80/TMMC,
